Company Name,Location,NAICS,Business Description,Month Announced,New/Expansion,New Jobs,Investment (MM$)
"Quantum Silicones, LLC*",Chesterfield County,325212,"Specialty silicones for the aerospace, automotive, and healthcare markets",12/1/2012 12:00:00 AM,E,15,4
Precision Steel MFG Corp.,Roanoke City,332312,Custom fabricated and machined components for OEMs,12/1/2012 12:00:00 AM,E,30,0.1
Homestead Creamery,Franklin County,311511,Manufactures and processes dairy and milk products,12/1/2012 12:00:00 AM,E,20,1.1
Rincon Technology,Fairfax County,541512,"Network optimization, system migration",12/1/2012 12:00:00 AM,E,11,0
"TekMasters, LLC",Fairfax County,541512,"Application development, network infrastructure and database management",12/1/2012 12:00:00 AM,E,12,0
"BlueAlly, LLC",Fairfax County,541512,Information technology services,12/1/2012 12:00:00 AM,E,35,0
Insurance Institute For Highway Safety (IIHS),Greene County,541712,Vehicle research center; testing facility,12/1/2012 12:00:00 AM,E,10,30
Hobbs & Associates,Norfolk,541330,"HVAC distribution, installation and solutions, engineering services",12/1/2012 12:00:00 AM,E,20,3.35
"QualiChem, Inc.",Salem,325998,"Water treatment, metalworking and specialty chemical products",12/1/2012 12:00:00 AM,E,30,1.819
"Clean Planet Mfg. & Labs, Inc. (CPMI)",Augusta County,332912,Automotive and heavy equipment fluid management products/valves; R&D lab,12/1/2012 12:00:00 AM,E,15,0.35
"Manufacturing & Design Technology, Inc.",Chesapeake,332710,"Engineering and machining ferrous, nonferrous, exotic and composite materials",12/1/2012 12:00:00 AM,E,21,1.8
Virginia Toy and Novelty Company,Virginia Beach,493110,"Distributes toys, novelty and gift items",12/1/2012 12:00:00 AM,E,52,0.13
Mosquito Joe,Virginia Beach,551114,HQ; mosquito control franchise,12/1/2012 12:00:00 AM,E,16,0.2118
PIEtech Inc.,Powhatan County,541511,Financial planning software,12/1/2012 12:00:00 AM,E,10,0.8
Northland Forest Products,Fluvanna County,493110,Kiln-dried hardwoods and cabinet grade plywood supplier,12/1/2012 12:00:00 AM,E,5,0.65
"LoanCare, a division of FNF Servicing, Inc.",Virginia Beach,561422,Call center; mortgage loan sub-servicing,12/1/2012 12:00:00 AM,E,178,1.4
Parsons Brinckerhoff,Virginia Beach,541330,"Regional headquarters, planning and engineering services",12/1/2012 12:00:00 AM,E,10,0.95
"Kraft Foods Group, Inc.",Frederick County,312111,Manufactures fruit drinks (Capri Sun),12/1/2012 12:00:00 AM,E,25,25
Green Bay Packaging Inc.,Frederick County,322211,Manufactures corrugated shipping containers,12/1/2012 12:00:00 AM,E,10,2
"Kimley-Horn and Associates, Inc.",Henrico County,541330,Engineering services,12/1/2012 12:00:00 AM,E,0,0.4
H&A Architects & Engineers,Henrico County,541330,"HQ; Architecture, engineering, and graphics services",12/1/2012 12:00:00 AM,E,2,0.4
"Virginia Marble Manufacturers, Inc.",Loudoun County,327991,"Manufactures cultured marble, granite and onyx products",12/1/2012 12:00:00 AM,N,15,3.1
Marble Systems Inc.*,Loudoun County,493110,Warehouse and distribution of natural stone products,12/1/2012 12:00:00 AM,E,15,2.56
Taxing Authority Consulting Services,Martinsville,561422,Provides call center services for legal collections,12/1/2012 12:00:00 AM,N,17,0
WhiteWave Foods Company,Rockingham County,311511,"Plant-based foods and beverages, coffee creamers and beverages and premium dairy products",12/1/2012 12:00:00 AM,E,32,8
AMEC*,Fairfax County,541330,"Engineering, project management and consultancy",12/1/2012 12:00:00 AM,E,40,0
"Excivity, Inc.",Fairfax County,541512,"Cyber-focused software and hardware, forensic and cyber analysis",12/1/2012 12:00:00 AM,E,10,0
Navy Federal Credit Union,Fairfax County,551114,"HQ; credit union, financial services",12/1/2012 12:00:00 AM,E,138,0
NJVC,Fairfax County,541512,HQ; Information technology solutions provider,12/1/2012 12:00:00 AM,E,27,0
PIXIA Corp.,Fairfax County,541511,Commercial software and solutions provider; digital imagery,12/1/2012 12:00:00 AM,E,16,0
URS Corporation,Fairfax County,541330,"Provides engineering, construction and technical services",12/1/2012 12:00:00 AM,E,12,0
"3 Phoenix, Inc.*",Fairfax County,541330,Technology and engineering solutions provider for the Department of Defense,12/1/2012 12:00:00 AM,E,15,0
"Bulletin Intelligence, LLC",Fairfax County,519130,Provides customized news and open-source intelligence,12/1/2012 12:00:00 AM,E,11,0
Carahsoft Technology Corp.,Fairfax County,541512,Government IT solutions provider,12/1/2012 12:00:00 AM,E,109,0
"Dispersive Solutions, Inc.",Fairfax County,541511,Network security application software,12/1/2012 12:00:00 AM,N,11,0
DNC Corp.,Fairfax County,541512,"Cyber security software, engineering, and forensics services",12/1/2012 12:00:00 AM,E,10,0
"G2SF, Inc.",Fairfax County,541512,IT service management professional services and consulting,12/1/2012 12:00:00 AM,E,16,0
"Hilltop Advisors, LLC",Fairfax County,561499,Accounting advisory and consulting services,12/1/2012 12:00:00 AM,E,20,0
Zenith Aviation,Fredericksburg,493110,Distributes aircraft equipment,12/1/2012 12:00:00 AM,E,0,3
"FreightCar America, Inc.",Franklin County,336510,Manufactures railroad freight cars,11/26/2012 12:00:00 AM,E,0,0.05
Sentient Vision Systems*,Arlington County,541511,Computer vision and artificial intelligence software solutions,11/1/2012 12:00:00 AM,N,3,0.1
"Phoenix Packaging Operations, LLC*",Pulaski County,326112,North American HQ; Manufactures thermoformed rigid plastic packaging,11/1/2012 12:00:00 AM,E,100,20
"CBN Secure Technologies, Inc.*",Danville,323115,"High-tech printing, produces secure Virginia driverâ€™s licenses and ID cards",11/1/2012 12:00:00 AM,E,25,8.2
EMSCO,Hanover County,334418,Manufactures parts for floor-scrubbing robots; circuit boards,11/1/2012 12:00:00 AM,E,0,0.675
JM Metal & Mechanical,Fairfax County,332322,Fabricates metal ductwork,11/1/2012 12:00:00 AM,E,86,0.2
BAE Systems Ordnance Systems*,Montgomery County,325920,"Explosive, propellants for the U.S. Army",11/1/2012 12:00:00 AM,N,0,240
InnoSound Technologies*,Richmond City,334510,"Ultrasonic medical instruments, workstations, and surgical systems",11/1/2012 12:00:00 AM,N,50,5
Grandwatt Electric Corporation (SWT)*,Suffolk,333611,"Manufactures power generators for telecom, mining, railway and other industrial and commercial application",11/1/2012 12:00:00 AM,N,50,10
Regency Polymer Materials,Spotsylvania County,325991,Grinds recycled vinyl and aluminum scrap into powder,11/1/2012 12:00:00 AM,N,25,0
IBS of America Corp./JUD Corp.*,Chesapeake,333291,Manufactures equipment for the paper industry,11/1/2012 12:00:00 AM,E,10,1.3
HanesBrands Inc.,Patrick County,313310,Fabric production plant; everyday basic apparel,11/1/2012 12:00:00 AM,E,50,1.6
"Modern Technology Solutions, Inc.",Fairfax County,541330,"HQ; aerospace engineering, Department of Defense contractor",11/1/2012 12:00:00 AM,E,75,1
MBO Partners,Fairfax County,541611,Provides independent consultant engagement and compliance solutions,11/1/2012 12:00:00 AM,E,110,1.5
"Labels Unlimited, LLC",Virginia Beach,323110,Manufactures pressure sensitive labels and tags,11/1/2012 12:00:00 AM,E,71,3.5
Mosaic Tile,Virginia Beach,493110,Distributes ceramic tile and stone,11/1/2012 12:00:00 AM,E,8,2.5
INVISTA,Waynesboro,325220,Manufactures Lycra fiber; global research and development is done for Lycra,11/1/2012 12:00:00 AM,E,0,10
The Tile Shop,Henry County,327120,"Manufactures mortar, grout, and sealers",11/1/2012 12:00:00 AM,E,0,4
"Eco-Energy, Inc.",Prince William County,493190,"Ethanol unit train, distribution and storage facility",11/1/2012 12:00:00 AM,N,15,8
McLane Foodservice,Prince William County,493110,Distribution center; food products,11/1/2012 12:00:00 AM,E,15,0
Strangeways Brewing,Henrico County,312120,Craft beer brewery,11/1/2012 12:00:00 AM,N,10,0.25
"Cableform, Inc.",Louisa County,335314,"Designs and supplies Digital DC Motor Control Solutions for applications in steel, mining, tunnelling, and traction industries.",10/29/2012 12:00:00 AM,E,18,0.6
Virginia Transformer Corp.,Roanoke City,335311,Power transformers,10/1/2012 12:00:00 AM,E,100,6
Smith-Midland Corp.,Fauquier County,327390,"Precast concrete; barriers, walls, structural components",10/1/2012 12:00:00 AM,E,30,1
"Hawkins Glass Wholesalers, LLC",Stafford County,327211,Glass fabrication and wholesale distribution,10/1/2012 12:00:00 AM,E,26,0.1
"WEIGHTPACK, Inc.",Powhatan County,333993,Corporate HQ: Packaging machinery,10/1/2012 12:00:00 AM,E,35,2.6
"Hi-Logic, Inc.*",Virginia Beach,493190,"Warehouse, imports/exports products between China and Virginia",10/1/2012 12:00:00 AM,N,10,1
SNC-Lavalin*,Arlington County,541330,Engineering services,10/1/2012 12:00:00 AM,N,10,0.5
Ply Gem Windows,Franklin County,321911,Windows and doors,10/1/2012 12:00:00 AM,E,200,9
"Solar Panels Plus, LLC",Chesapeake,333414,Manufactures and distributes solar energy products,10/1/2012 12:00:00 AM,E,0,0.1
Catoctin Creek Distilling Company,Loudoun County,312140,"Distillery, organic spirits and liqueurs",10/1/2012 12:00:00 AM,E,23,0.386
Blue Ridge Beverage,Washington County,493110,Wine distribution,10/1/2012 12:00:00 AM,E,8,4.8802
Celanese Corporation,Giles County,325211,Cellulose acetate tow,10/1/2012 12:00:00 AM,E,22,145
"Universal Consulting Services, Inc.",Fairfax County,541512,"Acquisition management, enterprise IT solutions, program support services",10/1/2012 12:00:00 AM,E,60,0.3
National Tire Research Center,Halifax County,541712,Tire research and testing,10/1/2012 12:00:00 AM,E,63,16.2
Starr Hill Brewery,Albemarle County,312120,Brewery,10/1/2012 12:00:00 AM,E,15,1.5
DISH Network Corporation,Montgomery County,561422,Customer service center,10/1/2012 12:00:00 AM,E,200,0
Graham Packaging Co.,Campbell County,326160,Manufactures custom blow-molded plastic containers,10/1/2012 12:00:00 AM,E,6,4.9
Invenio Marketing Solutions,Frederick County,541613,Provides full-service marketing solutions,10/1/2012 12:00:00 AM,E,50,0
American Type Culture Collection,Prince William County,541711,Biotechnology research,10/1/2012 12:00:00 AM,E,45,0.25
"Zeiders Enterprises, Inc.",Prince William County,551114,HQ; social services management provider,10/1/2012 12:00:00 AM,E,25,0
Accelerated Development and Support (ADS) Corporation,Arlington County,541611,Management consulting services; government contractor,10/1/2012 12:00:00 AM,E,15,0
Learning Tree International,Fairfax County,551114,HQ; provides hands-on training to IT professionals,10/1/2012 12:00:00 AM,E,20,0
ePlus Inc.,Loudoun County,541512,Technology solutions integration,10/1/2012 12:00:00 AM,E,45,0.04
Portfolio Recovery Associates,Norfolk,561440,"HQ; call center, consumer debt collection",10/1/2012 12:00:00 AM,E,138,0
Portfolio Recovery Associates,Hampton,561422,"Call center, consumer debt collection",10/1/2012 12:00:00 AM,E,111,0
Hansen Turbine Assemblies,Galax,332812,Manufactures coating spray applications for aircrafts and turbine parts,9/21/2012 12:00:00 AM,E,0,1.3445
McKesson Corporation,Frederick County,493110,Distributes medical and surgical supplies,9/1/2012 12:00:00 AM,N,205,36.9
Norhurst,Danville,541512,Information technology and related services,9/1/2012 12:00:00 AM,N,108,2.3
Reingold & Associates,Alexandria,541613,Strategic communications and marketing consulting services,9/1/2012 12:00:00 AM,E,90,4
"Charles Stark Draper Laboratory, Inc.",Fairfax County,541712,"R&D in security, space exploration, healthcare, and energy",9/1/2012 12:00:00 AM,E,25,0.5
EADS North America*,Fairfax County,551114,HQ; aviation and telecommunications products and services,9/1/2012 12:00:00 AM,E,54,16.5
"M.C. Dean, Inc.",Caroline County,541380,Acoustic technology test range,9/1/2012 12:00:00 AM,E,15,1
CAE Online,Roanoke City,423690,Semiconductor parts supplier,9/1/2012 12:00:00 AM,E,15,0
FedEx Ground,Roanoke City,492110,Distribution center,9/1/2012 12:00:00 AM,E,0,12.65
Continental Terminals Inc.,Suffolk,493110,"Coffee roasting, sorting, storage, blending and distribution",9/1/2012 12:00:00 AM,E,35,2.7
Aeroprobe Corporation,Montgomery County,334513,HQ; Air flow instrumentation for aerospace and wind energy,9/1/2012 12:00:00 AM,E,40,3
Mullican Flooring,Wise County,321918,Manufactures wood flooring,9/1/2012 12:00:00 AM,E,28,1.2
TroopSwap.com,Fairfax County,541890,Advertising services/website offering daily deals,9/1/2012 12:00:00 AM,E,102,2.5
New World Pasta*,Frederick County,311823,Pasta,9/1/2012 12:00:00 AM,E,0,1.5
Sunken City Brewing Company,Franklin County,312120,Microbrewery,9/1/2012 12:00:00 AM,N,25,2.3
HOVA Flight Services,Hanover County,488119,"Aircraft management, maintenance, fixed base operator",9/1/2012 12:00:00 AM,E,6,0.1
Heyo,Montgomery County,541511,Social media company; applications and website development,9/1/2012 12:00:00 AM,E,50,0.1
"Carded Graphics, LLC",Staunton,322211,HQ; Manufactures printed packaging products,9/1/2012 12:00:00 AM,E,34,7.045
"Praxair, Inc.",Hopewell,325120,Carbon dioxide/industrial gas capture and purification,9/1/2012 12:00:00 AM,E,15,23
Boeing,Arlington County,551114,"Regional headquarters; aerospace, aircraft, and related products",9/1/2012 12:00:00 AM,E,0,250
ServicePower Technologies Plc*,Fairfax County,541511,Provides customized global field management and service lifecycle platforms,9/1/2012 12:00:00 AM,N,35,0
"Strategy and Management Services, Inc. (SAMS)",Fairfax County,541611,"Provides strategy, management and information technology-related services",9/1/2012 12:00:00 AM,E,35,0
Incentive Technology Group (ITG),Arlington County,541512,"Information technology consulting, engineering and integration",9/1/2012 12:00:00 AM,E,50,0
Vision Machine & Fabrication,Hampton,332710,"Produces machined parts, turn-key assemblies, with prototype and production capabilities",9/1/2012 12:00:00 AM,E,1,0.435
Trans-Ocean Import Co.,Suffolk,313320,"Laminating, laser cutting, pillow and cushion stuffing, sewing operations",9/1/2012 12:00:00 AM,E,12,1.1
Target Marketing,Hanover County,541890,"Promotional solutions, incentive and reward campaigns, promotional products",9/1/2012 12:00:00 AM,E,15,2
Nomad Solutions,Prince William County,541511,Web design services,9/1/2012 12:00:00 AM,E,10,2.2
DECISIVE ANALYTICS Corporation,Arlington County,541511,Provides systems analysis and solutions; software development,9/1/2012 12:00:00 AM,E,12,0
NeoSystems Corp.,Fairfax County,541512,Provides tailored IT and software solutions and back office services,9/1/2012 12:00:00 AM,E,20,0
Near Infinity Corporation,Fairfax County,541512,Mobile and big data technology solutions,9/1/2012 12:00:00 AM,E,18,0
Electronic Consulting Services,Fairfax County,541512,System engineering and information technology services,9/1/2012 12:00:00 AM,E,13,0
LinQuest Corporation,Fairfax County,541330,"Engineering development, integration, deployment, and operation critical systems",9/1/2012 12:00:00 AM,E,20,0
PDX Logistic LLC,Loudoun County,484121,Freight shipment handling and logistics services provider,9/1/2012 12:00:00 AM,E,0,0.2
Trusted Concepts,Fairfax County,541512,Information technology services,9/1/2012 12:00:00 AM,E,12,0
Commtouch*,Fairfax County,541512,U.S. HQ; Provides Internet security technology and cloud-based services,9/1/2012 12:00:00 AM,N,10,0
"Onyx Government Services, Inc.",Fairfax County,541512,"Information technology, database and COTS integration, custom software development",9/1/2012 12:00:00 AM,E,25,0
Clark Nexen,Virginia Beach,551114,HQ; architectural design,9/1/2012 12:00:00 AM,E,0,1
Executive Protection Systems,Frederick County,541690,"Security contracting services, government contractor",8/20/2012 12:00:00 AM,E,0,0.06
AirLite USA,York County,321113,Animal bedding,8/1/2012 12:00:00 AM,E,15,0.6
Three Brothers Brewing Co.,Harrisonburg,312120,Brewery,8/1/2012 12:00:00 AM,N,5,0.5
Navy Federal Credit Union,Frederick County,561422,"Member service operation, call center",8/1/2012 12:00:00 AM,E,400,20
Framatome*,Campbell County,541380,Technology and testing center; seismic testing,8/1/2012 12:00:00 AM,E,15,7.2
McKee Foods Corp.,Augusta County,311812,Snack cakes,8/1/2012 12:00:00 AM,E,78,19
M & H Plastics*,Frederick County,326160,Plastic bottles and containers,8/1/2012 12:00:00 AM,E,20,6.2
iGATE,Loudoun County,541512,"Integrated technology and operations, provides business outcomes-based solutions",8/1/2012 12:00:00 AM,N,250,1.015
"Commonwealth Laminating & Coating, Inc.",Henry County,326130,HQ; Solar-control window films and high-performance coatings,8/1/2012 12:00:00 AM,E,60,5.45
